"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071621","granulocyte chemotaxis","27/1155","129/18986",0.209302325581395,3.44053156146179,7.07866607874538,1.29408097286672e-08,3.89646358863165e-07,2.64654153849434e-07,"ITGB2/FCER1G/CCL3/CSF1R/CCL4/S100A9/C5AR1/S100A8/CCL3L1/IL1B/C3AR1/PREX1/CXCL8/MPP1/NCKAP1L/ADGRE2/CSF3R/PDE4B/CD74/VAV1/SYK/CCR7/RAC2/IL17RA/PTPRJ/PTK2/JAM3",27
"GO:0045055","regulated exocytosis","38/1155","229/18986",0.165938864628821,2.72771886046995,6.69449110765861,1.51869006323829e-08,4.54777133691029e-07,3.08892037021029e-07,"PLEK/VAMP8/ITGB2/FCGR3A/CCL3/SPI1/SYNGR2/SNCA/CORO1A/STX4/SCIN/LGALS9/NR4A3/STX11/CD300A/HLA-F/CD84/LYN/NCKAP1L/STXBP2/HCK/ADGRE2/LAT2/IL4R/PRKCB/ITGAM/FCGR2B/PSEN1/SYK/RAC2/FGR/GAB2/SYNGR1/P2RX7/STX3/FES/PTGDS/VPS18",38
"GO:0070371","ERK1 and ERK2 cascade","47/1155","319/18986",0.147335423197492,2.42191371846544,6.51838135235212,1.58091480580425e-08,4.70837670424309e-07,3.19800615178708e-07,"TREM2/GPR183/CCL3/CSF1R/HAVCR2/FGFR2/PYCARD/C5AR1/IL1B/PTPRC/PTGER4/LGALS9/CD4/TF/ARRB2/ARRB1/DAB2/LYN/SEMA7A/PDGFB/CFLAR/PTPN1/PTPN6/CD74/SYK/TLR4/PDE8A/PRKCZ/CCR7/IL1A/HLA-DRB1/ALKAL2/INHBA/GAS6/GPNMB/DUSP4/TNF/DUSP10/CDK1/DLG1/RAPGEF2/RIPK2/IGF1/FGF1/CSK/CCR1/DUSP6",47
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","26/1155","122/18986",0.213114754098361,3.5032006245121,7.05938914492409,1.61542160956554e-08,4.78514076779414e-07,3.25014555415291e-07,"HSPA1A/CAPN3/S100A9/PYCARD/IL18/S100A8/IL1B/CLEC7A/LGALS9/NLRP3/TLR2/CFLAR/IRAK3/IRAK2/TLR4/SLCO3A1/PRKCZ/TRIM8/TNF/ARHGEF2/RIPK2/RPS6KA5/TFRC/TRIM38/SPHK1/TRIM25",26
"GO:0002279","mast cell activation involved in immune response","17/1155","56/18986",0.303571428571429,4.99013605442177,7.61052915013672,1.94289118395389e-08,5.69360625030338e-07,3.86719010777425e-07,"VAMP8/LGALS9/NR4A3/CD300A/CD84/LYN/STXBP2/ADGRE2/LAT2/IL4R/PTPN6/SYK/RAC2/FGR/GAB2/FES/PTGDS",17
"GO:0046638","positive regulation of alpha-beta T cell differentiation","17/1155","56/18986",0.303571428571429,4.99013605442177,7.61052915013672,1.94289118395389e-08,5.69360625030338e-07,3.86719010777425e-07,"IL18/CD86/LILRB4/LGALS9/NCKAP1L/NLRP3/CD83/IL4R/SYK/PRKCZ/ADA/HLA-DRB1/HLA-DRA/RIPK2/NFKBID/ZBTB7B/ITPKB",17
"GO:0032729","positive regulation of type II interferon production","20/1155","77/18986",0.25974025974026,4.26963512677798,7.31676008781944,2.16320158260865e-08,6.30550248547628e-07,4.2827999978187e-07,"CD14/SLC11A1/HAVCR2/PYCARD/IL18/IL1B/HSPD1/CLEC7A/LGALS9/IRF8/PDE4B/HLA-DPB1/SLC7A5/LILRB1/HMSD/TLR4/ISG15/TNF/RIPK2/HLA-DPA1",20
"GO:0002292","T cell differentiation involved in immune response","22/1155","92/18986",0.239130434782609,3.93084886128364,7.17189337452304,2.24292049207706e-08,6.50328269660439e-07,4.41713553883848e-07,"FCER1G/GPR183/IL18/CD86/PTGER4/LGALS9/CD69/FOXP1/SMAD7/FGL2/NLRP3/IL4R/IL6R/TMEM98/PRKCZ/STAT6/HLA-DRB1/HLA-DRA/RIPK2/SEMA4A/NFKBID/ZBTB7B",22
"GO:0032760","positive regulation of tumor necrosis factor production","24/1155","108/18986",0.222222222222222,3.65291005291005,7.03663226192589,2.42604235686414e-08,6.99721690295553e-07,4.75262369743579e-07,"HLA-E/CYBA/FCGR3A/CD14/TYROBP/CCL3/HAVCR2/PYCARD/FCGR2A/CYBB/PTPRC/CLEC7A/LGALS9/LY96/TLR2/FCGR2B/PSEN1/SYK/TLR4/IL1A/ARHGEF2/RIPK2/FRMD8/PTPRJ",24
"GO:0006970","response to osmotic stress","21/1155","85/18986",0.247058823529412,4.06117647058824,7.19886254389049,2.52217352452032e-08,7.23639314888554e-07,4.91507609958879e-07,"HSP90AA1/CAPN3/EFHD1/PYCARD/TSC22D3/NINJ1/NLRP3/KMO/WNK1/ICOSLG/MAP7/FBP1/SLC12A2/MAPK13/RCSD1/PLK3/TNF/ARHGEF2/KCNMA1/LRRC8C/LRRC8D",21
"GO:2000107","negative regulation of leukocyte apoptotic process","17/1155","57/18986",0.298245614035088,4.90258980785297,7.50991360866668,2.61272449314158e-08,7.45715115750825e-07,5.0650185349499e-07,"HCLS1/TSC22D3/FOXP1/CD74/LILRB1/DOCK8/CCR7/BCL2/ADA/GAS6/BCL2L1/MERTK/IRF7/ARG2/ST3GAL1/ITPKB/ST6GAL1",17
